0		380	217	棍犬			25	1	4
0		554	144	猪			35	20	3
0		554	144	癞蛤蟆			20	10	3
0		468	89	猪			30	20	3
0		468	89	癞蛤蟆			25	10	3
0		605	228	猪			30	20	3
0		605	228	癞蛤蟆			25	10	3
0		621	89	刀犬			40	40	4
0		621	89	棍犬			40	40	4
0		621	89	蟒			20	20	5
0		621	89	刀犬1			40	2	4
0		621	89	棍犬1			40	2	4
0		621	89	蟒1			20	1	5
0		704	228	刀犬			80	40	4
0		704	228	棍犬			80	40	4
0		704	228	稻草人			80	40	4
0		704	228	刀犬1			80	2	4
0		704	228	棍犬1			80	2	4
0		704	228	稻草人1			80	2	4
0		435	476	刀犬			110	90	4
0		435	476	棍犬			110	90	4
0		435	476	鱼人			110	90	5
0		435	476	稻草人			110	70	4
0		435	476	刀犬1			110	4	4
0		435	476	棍犬1			110	4	4
0		435	476	鱼人1			110	4	5
0		435	476	稻草人1			110	3	4
0		618	317	刀犬			50	40	4
0		618	317	棍犬			50	40	4
0		618	317	稻草人			50	60	4
0		618	317	刀犬1			50	2	4
0		618	317	棍犬1			50	2	4
0		618	317	稻草人1			50	3	4
0		351	330	刀犬			30	20	4
0		351	330	棍犬			30	20	4
0		351	330	稻草人			30	20	4
0		351	330	刀犬1			30	1	4
0		351	330	棍犬1			30	1	4
0		351	330	稻草人1			30	1	4
0		325	110	癞蛤蟆			65	50	4
0		325	110	稻草人			65	20	4
0		325	110	稻草人1			65	1	4
0		718	91	食人花			50	60	6
0		718	91	蟒			50	50	6
0		718	91	毒蜘蛛			50	30	6
0		718	91	蟒1			50	2	6
0		718	91	枣红马1			50	3	15
0		718	91	雪龙1			50	5	180
0		718	91	树			40	10	20
0		716	336	食人花			50	50	6
0		716	336	蟒			50	70	6
0		716	336	蟒1			50	3	6
0		716	336	枣红马1			50	4	15
0		716	336	树			40	10	20
0		655	465	食人花			100	100	6
0		655	465	蟒			100	90	6
0		655	465	毒蜘蛛			100	80	6
0		655	465	蟒1			100	4	6
0		655	465	巨猿1			100	1	20
0		655	465	枣红马1			100	9	15
0		655	465	乌雅1			120	8	30
0		655	465	乌骓			100	1	30
0		655	465	树			80	30	20
0		635	615	食人花			120	120	6
0		635	615	蟒			120	100	6
0		635	615	毒蜘蛛			120	70	6
0		635	615	蟒1			120	5	6
0		635	615	巨猿1			120	2	20
0		635	615	枣红马1			120	11	15
0		635	615	乌雅1			120	8	30
0		635	615	树			100	40	25
0		662	728	鱼人			50	30	5
0		662	728	鱼人1			50	1	5
0		201	627	鱼人			50	80	6
0		201	627	蟒			50	30	6
0		201	627	鱼人1			50	4	6
0		201	627	蟒1			50	1	6
0		193	434	食人花			120	100	6
0		193	434	蟒			120	100	6
0		193	434	毒蜘蛛			80	40	7
0		193	434	蟒1			120	5	6
0		193	434	枣红马1			120	8	15
0		193	434	乌雅1			120	8	30
0		193	434	树			100	20	25
0		120	579	鱼人			25	30	6
0		120	579	鱼人1			25	1	6
0		155	177	食人花			125	100	6
0		155	177	蟒			125	120	6
0		155	177	毒蜘蛛			125	70	6
0		155	177	蟒1			125	6	6
0		155	177	枣红马1			125	10	15
0		155	177	乌骓			125	2	30
0		155	177	树			110	30	25
0		580	335	棍犬2			10	2	60
0		305	635	树			40	150	20
0		704	228	树			50	200	20

	
;将军坟东
H081		203	205	蝎子			200	100	3
H081		203	205	黄金怪物1		10	1	60
H081		203	205	尸卫			200	150	3
H081		203	205	尸卫勇士		200	200	3
H081		203	205	山洞蝙蝠		200	130	3
H081		203	205	洞蛆			200	50	7
H081		203	205	尸卫1			190	5	12
H081		203	205	尸卫勇士1		190	4	14
H081		203	205	山洞蝙蝠1		190	5	12

H082		164	146	蝎子			160	50	6
H082		164	146	山洞蝙蝠		160	30	6
H082		164	146	洞蛆			160	20	6
H082		164	146	尸卫			160	100	7
H082		164	146	尸卫勇士		160	90	8
H082		164	146	尸卫战将		160	80	7
H082		164	146	掷枪尸卫		140	100	7

H082		164	146	尸卫1			160	5	7
H082		164	146	尸卫勇士1		160	4	8
H082		164	146	尸卫战将1		160	3	7
H082		164	146	掷枪尸卫1		140	5	7
H082		164	146	山洞蝙蝠1		160	2	6

H083		163	169	尸卫			160	150	6
H083		163	169	尸卫勇士		160	120	6
H083		163	169	尸卫战将		160	120	6
H083		163	169	掷枪尸卫		140	150	6
H083		163	169	尸卫1			160	5	6
H083		163	169	尸卫勇士1		160	4	6
H083		163	169	尸卫战将1		160	4	6
H083		163	169	掷枪尸卫1		140	5	6

H084		155	154	尸卫			160	120	6
H084		155	154	尸卫勇士		160	100	6
H084		155	154	尸卫战将		160	100	6
H084		155	154	掷枪尸卫		140	120	6
H084		155	154	尸卫1			160	4	6
H084		155	154	尸卫勇士1		160	3	6
H084		155	154	尸卫战将1		160	3	6
H084		155	154	掷枪尸卫1		140	4	6

H085		190	194	尸卫			160	80	5
H085		190	194	尸卫勇士		160	120	5
H085		190	194	尸卫战将		160	120	5
H085		190	194	掷枪尸卫		130	100	5
H085		190	194	尸卫1			160	3	5
H085		190	194	尸卫勇士1		160	3	5
H085		190	194	尸卫战将1		160	3	5
H085		190	194	掷枪尸卫1		130	3	5

H086		175	210	尸卫			200	100	5
H086		175	210	尸卫勇士		200	180	5
H086		175	210	尸卫战将		200	180	5
H086		175	210	掷枪尸卫		150	140	5
H086		175	210	尸卫1			200	3	5
H086		175	210	尸卫勇士1		200	5	5
H086		175	210	尸卫战将1		200	5	5
H086		175	210	掷枪尸卫1		150	4	5

;将军坟一层
H071		256	266	蝎子			250	50	3
H071		256	266	黄金怪物1		10	1	60
H071		256	266	尸卫2			250	300	3
H071		256	266	尸卫勇士2		250	250	3
H071		256	266	山洞蝙蝠		250	100	3
H071		256	266	洞蛆			250	50	3
H071		256	266	尸卫3			250	15	12
H071		256	266	尸卫勇士3		250	12	12
H071		256	266	山洞蝙蝠1		250	5	10
H071		250	265	尸卫勇士4		12	2	60

H072		200	200	蝎子			200	50	6
H072		200	200	黄金怪物2		10	1	60
H072		200	200	山洞蝙蝠		200	30	6
H072		200	200	洞蛆			200	20	6
H072		200	200	尸卫2			200	180	9
H072		200	200	尸卫勇士2		200	150	9
H072		200	200	尸卫战将26		200	130	10
H072		200	200	掷枪尸卫2		200	180	10
H072		200	200	尸卫3			200	9	12
H072		200	200	尸卫勇士3		200	7	12
H072		200	200	尸卫战将3		200	6	12
H072		200	200	掷枪尸卫3		200	9	12
H072		200	200	山洞蝙蝠1		200	2	6
H072		210	185	尸卫战将5		12	2	60

H073		200	200	尸卫2			200	180	9
H073		200	200	尸卫勇士2		200	150	9
H073		200	200	尸卫战将2		200	150	9
H073		200	200	掷枪尸卫18		200	180	9
H073		200	200	尸卫3			200	6	9
H073		200	200	尸卫勇士3		200	5	9
H073		200	200	尸卫战将3		200	5	9
H073		200	200	掷枪尸卫3		200	6	9

H074		43	39	尸卫勇士2		10	20	6
H074		50	44	掷枪尸卫2		10	20	6
H074		81	71	尸卫2			90	100	8
H074		81	71	尸卫勇士2		90	100	8
H074		81	71	尸卫战将2		90	100	9
H074		81	71	掷枪尸卫2		90	70	9
H074		81	71	掷枪尸卫2		20	60	9
H074		112	110	掷枪尸卫2		10	20	9
H074		106	100	尸卫勇士2		10	10	8
H074		106	100	尸卫战将2		10	10	9
H074		83	71	尸卫3			90	5	10
H074		83	71	尸卫勇士3		90	6	12
H074		83	71	尸卫战将3		90	5	12
H074		83	71	掷枪尸卫3		90	8	12
H074		83	71	尸卫战将4		40	1	60
H074		112	110	尸霸			4	1	240

;热砂荒漠
2		130	430	牛			50	50	4
2		188	537	牛			25	20	4
2		282	445	牛			25	20	4
2		270	590	牛			80	150	4
2		270	590	沙雕			80	20	6
2		230	800	蟒			100	80	5
2		230	800	食人花			100	40	5
2		230	800	巨猿			100	50	5
2		230	800	大土蛇			200	300	7
2		230	800	土狼			170	200	5
2		230	800	蟒1			100	4	5
2		230	800	大土蛇1			200	10	14
2		230	800	树			100	50	15
2		130	300	仙人掌			70	70	6
2		130	300	沙蝎			70	60	5
2		130	300	沙怪			70	50	5
2		130	300	沙雕			70	30	5
2		130	300	沙蝎1			70	3	5
2		130	300	沙怪1			70	2	5
2		130	300	沙雕1			70	2	5
2		370	440	仙人掌			70	70	6
2		370	440	沙蝎			70	60	5
2		370	440	沙怪			70	50	5
2		370	440	沙雕			70	30	5
2		370	440	沙蝎1			70	2	5
2		370	440	沙怪1			70	2	5
2		370	440	沙雕1			70	2	5
2		350	220	仙人掌			150	100	5
2		350	220	沙蝎			150	100	5
2		350	220	沙怪			150	80	5
2		350	220	沙雕			150	80	5
2		350	220	沙蝎1			150	4	5
2		350	220	沙怪1			150	2	5
2		350	220	沙雕1			150	2	5
2		70	520	沙蝎			50	30	6
2		70	520	沙怪			50	30	6
2		70	520	沙蝎1			50	1	6
2		70	520	沙怪1			50	1	6
2		166	326	沙鱼			50	50	6
2		166	326	沙鱼1			50	2	6
2		166	326	沙鱼王			50	1	30
2		280	315	沙鱼			40	40	6
2		280	315	沙鱼1			40	1	6
2		280	315	沙鱼			40	1	30
2		428	225	沙鱼			30	30	6
2		428	225	沙鱼1			30	1	6
2		380	291	沙鱼			30	30	6
2		380	291	沙鱼1			30	1	6
2		386	422	沙鱼			30	30	6
2		386	422	沙鱼1			30	1	6
2		340	383	沙鱼			20	20	6
2		340	383	沙鱼1			20	1	6
2		340	351	沙鱼			20	20	6
2		340	351	沙鱼1			20	1	6
2		415	539	沙鱼			30	30	6
2		415	539	沙鱼1			30	1	6
2		290	550	土狼1			10	2	60
2		160	460	地下小鬼		20	20	60
2		160	460	地下小鬼11		20	1	60
2		160	460	地下小鬼12		20	1	60
2		160	460	地下小鬼13		20	5	60
2		160	460	地下小鬼14		20	5	60


;;机关洞

M001		148	144	铜人			140	120	8
M001		148	144	铜人1			140	3	10
M001		148	144	铜人2			140	30	8
M001		148	144	铜人3			140	1	10
M001		148	144	青铜兽			140	150	8
M001		148	144	青铜兽1			140	3	10
			
M002		201	197	铜人			180	140	8
M002		201	197	铜人1			180	4	10
M002		201	197	铜人2			180	60	8
M001		201	197	铜人3			180	2	10
M002		201	197	青铜兽			180	200	8
M002		201	197	青铜兽1			180	4	10
M002		201	197	滚刀手			180	50	8
M002		201	197	滚刀手1			180	1	10
			
M003		187	165	铜人			180	60	8
M003		187	165	铜人1			180	2	10
M003		187	165	铜人2			180	60	8
M001		187	165	铜人3			180	2	10
M003		187	165	青铜兽			180	120	8
M003		187	165	青铜兽1			180	2	10
M003		187	165	滚刀手			180	30	8
M003		187	165	滚刀手1			180	1	10
			
M004		75	75	铜人			70	20	8
M003		75	75	铜人2			70	10	8
M004		75	75	铜人1			70	1	12
M001		75	75	铜人3			70	1	12
M004		75	75	青铜兽			70	30	8
M004		75	75	青铜兽1			70	1	12
M004		75	75	滚刀手			70	20	8
M004		75	75	滚刀手1			70	1	12

M005		112	76	铜人			80	15	8
M005		112	76	铜人1			80	1	16
M005		112	76	铜人2			80	10	8
M005		112	76	铜人3			80	1	16
M005		112	76	青铜兽			80	25	8
M005		112	76	青铜兽1			80	1	16
M005		37	75	铜人			80	15	8
M005		37	75	铜人1			80	1	16
M005		112	76	铜人2			80	10	8
M005		112	76	铜人3			80	1	16
M005		37	75	青铜兽			80	25	8
M005		37	75	青铜兽1			80	1	16

M006		103	110	铜人			100	50	7
M006		103	110	铜人1			100	1	10
M006		103	110	铜人2			100	30	7
M006		103	110	铜人3			100	1	10
M006		103	110	青铜兽			100	80	7
M006		103	110	青铜兽1			100	2	10
M006		103	110	滚刀手			100	100	7
M006		103	110	滚刀手1			100	2	10
M006		103	110	石人			100	40	8
M006		103	110	石人1			100	1	10
M006		103	110	铜锤手			100	40	10
M006		103	110	铜锤手1			100	1	12
M006		103	110	金刚人			100	1	40
M006		103	110	金刚人1			100	1	20

M007		121	121	铜人			120	110	8
M007		121	121	铜人1			120	3	10
M007		121	121	铜人2			120	40	8
M007		121	121	铜人3			120	1	10
M007		121	121	青铜兽			120	150	8
M007		121	121	青铜兽1			120	3	10
M007		121	121	滚刀手			120	50	8
M007		121	121	滚刀手1			120	2	10
M007		150	130	铜锤手2			12	1	60

M008		81	74	铜人			70	50	7
M008		81	74	铜人1			70	1	12
M008		81	74	铜人2			70	20	7
M008		81	74	铜人3			70	1	12
M008		81	74	青铜兽			70	70	7
M008		81	74	青铜兽1			70	2	12
M008		81	74	滚刀手			70	80	7
M008		81	74	滚刀手1			70	2	12
M008		81	74	石人			70	20	8
M008		81	74	石人1			70	1	15
M008		81	74	铜锤手			70	20	10
M008		81	74	铜锤手1			70	1	18
M008		81	74	金刚人			70	1	40
		
M009		128	116	铜人			110	60	7
M009		128	116	铜人1			110	1	9
M009		128	116	铜人2			110	30	7
M009		128	116	铜人3			110	1	9
M009		128	116	青铜兽10		110	90	7
M009		128	116	青铜兽1			110	2	9
M009		128	116	滚刀手			110	120	7
M009		128	116	滚刀手1			110	3	9
M009		128	116	石人			110	60	8
M009		128	116	石人1			110	2	14
M009		128	116	铜锤手			110	60	10
M009		128	116	铜锤手1			110	2	16
M009		128	116	金刚人			110	1	40
M009		128	116	金刚人1			110	1	20
M009		95	155	金刚人2			12	1	60
	
M010		125	125	铜人			120	110	8
M010		125	125	铜人1			120	2	10
M010		125	125	铜人2			120	40	8
M010		125	125	铜人3			120	1	10
M010		125	125	青铜兽			120	150	8
M010		125	125	青铜兽1			120	3	10
M010		125	125	滚刀手			120	100	8
M010		125	125	滚刀手1			120	2	10
			
M011		75	75	铜人			70	40	8
M011		75	75	铜人1			70	1	17
M011		75	75	铜人2			70	20	8
M011		75	75	铜人3			70	1	17
M011		75	75	青铜兽			70	60	8
M011		75	75	青铜兽1			70	2	17
M011		75	75	滚刀手			70	40	8
M011		75	75	滚刀手1			70	1	17
			
M012		127	127	铜人			120	110	8
M012		127	127	铜人1			120	2	10
M012		127	127	铜人2			120	40	8
M012		127	127	铜人3			120	1	10
M012		127	127	青铜兽			120	150	8
M012		127	127	青铜兽1			120	3	10
M012		127	127	滚刀手			120	100	8
M012		127	127	滚刀手1			120	2	10
			
M013		74	74	铜人			70	70	8
M013		74	74	铜人1			70	1	10
M013		74	74	铜人2			70	30	8
M013		74	74	铜人3			70	1	10
M013		74	74	青铜兽			70	100	8
M013		74	74	青铜兽1			70	2	10
	
M014		74	77	铜人			60	50	7
M014		74	77	铜人1			60	1	10
M014		74	77	铜人2			60	20	7
M014		74	77	铜人3			60	1	10
M014		74	77	青铜兽			60	70	7
M014		74	77	青铜兽1			60	2	10
M014		74	77	滚刀手			60	80	7
M014		74	77	滚刀手1			60	2	10
M014		74	77	石人			60	20	8
M014		74	77	石人1			60	1	17
M014		74	77	铜锤手			60	20	10
M014		74	77	铜锤手1			60	1	19
M014		74	77	金刚人			60	1	40
		
M015		94	116	铜人			80	45	7
M015		94	116	铜锤手			80	1	60
M015		94	116	铜人1			80	1	10
M015		94	116	铜人2			80	15	7
M015		94	116	铜人3			80	1	10
M015		94	116	青铜兽			80	60	7
M015		94	116	青铜兽1			80	2	10
M015		94	116	滚刀手			80	70	7
M015		94	116	滚刀手1			80	2	12
M015		94	116	石人			80	40	7
M015		94	116	石人1			80	1	12
M015		94	116	铜锤手			80	40	9
M015		94	116	铜锤手1			80	1	14
M015		94	116	金刚人			80	1	40
M015		94	116	金刚人1			80	1	20
		
M018		125	125	铜人			120	90	7
M018		125	125	铜人1			120	2	10
M018		125	125	铜人2			120	30	7
M018		125	125	铜人3			120	2	10
M018		125	125	青铜兽			120	120	7
M018		125	125	铜锤手 			120	1	60
M018		125	125	青铜兽1			120	4	10
M018		125	125	滚刀手			120	150	7
M018		125	125	滚刀手1			120	4	10
M018		125	125	石人			120	100	7
M018		125	125	石人1			120	3	12
M018		125	125	铜锤手			120	80	10
M018		125	125	铜锤手1			120	2	16
M018		125	125	金刚人			120	3	40
M018		125	125	金刚人1			120	3	20
M018		125	125	机关巨兽		100	1	60
		
M020		76	70	铜人			75	50	8
M020		76	70	铜人1			75	1	12
M020		76	70	铜人2			75	20	8
M020		76	70	铜人3			75	1	12
M020		76	70	青铜兽			75	70	8
M020		76	70	青铜兽1			75	2	12
M020		76	70	滚刀手			75	70	8
M020		76	70	滚刀手1			75	2	12
		
M021		125	115	铜人			120	90	8
M021		125	115	铜人1			120	2	10
M021		125	115	铜人2			120	30	8
M021		125	115	铜人3			120	1	10
M021		125	115	青铜兽			120	120	8
M021		125	115	青铜兽1			120	3	10
M021		125	115	滚刀手			120	120	8
M021		125	115	滚刀手1			120	3	10
M021		125	115	石人			120	100	8
M021		125	115	石人1			120	2	10
		
M022		50	50	铜人			40	30	7
M022		50	50	铜人1			40	1	13
M022		50	50	铜人2			40	10	7
M022		50	50	铜人3			40	1	20
M022		50	50	青铜兽			40	40	7
M022		50	50	青铜兽1			40	1	13
M022		50	50	滚刀手			40	40	7
M022		50	50	滚刀手1			40	1	13
M022		50	50	石人			40	40	7
M022		50	50	石人1			40	1	13
		
M023		120	127	铜人			120	90	7
M023		120	127	铜人1			120	2	10
M023		120	127	铜人2			120	30	7
M023		120	127	铜人3			120	1	10
M023		120	127	青铜兽			120	120	7
M023		120	127	青铜兽1			120	3	10
M023		120	127	滚刀手			120	120	7
M023		120	127	滚刀手1			120	3	10
M023		120	127	石人			120	100	7
M023		120	127	石人1			120	3	10
M023		120	127	铜锤手			120	50	10
M023		120	127	铜锤手1			120	1	14
M023		120	127	金刚人1			120	1	20
		
M024		155	150	铜人			140	90	7
M024		155	150	铜人1			140	2	10
M024		155	150	铜人2			140	30	7
M024		155	150	铜人3			140	1	10
M024		155	150	青铜兽			140	120	7
M024		155	150	青铜兽1			140	3	10
M024		155	150	滚刀手			140	120	7
M024		155	150	铜锤手			140	1	60
M024		155	150	滚刀手1			140	3	10
M024		155	150	石人			140	100	7
M024		155	150	石人1			140	2	9
M024		155	150	铜锤手			140	50	10
M024		155	150	铜锤手1			140	1	14
M024		155	150	金刚人			140	1	40
M024		155	150	金刚人1			140	1	20
		
M025		125	125	铜人			110	115	7
M025		125	125	铜人1			110	2	10
M025		125	125	铜人2			110	35	7
M025		125	125	铜人3			110	1	10
M025		125	125	青铜兽			110	150	7
M025		125	125	青铜兽1			110	3	10
M025		125	125	滚刀手			110	150	7
M025		125	125	滚刀手1			110	3	10
M025		125	125	铜锤手			110	1	60
M025		125	125	石人			110	120	7
M025		125	125	石人1			110	3	12
M025		125	125	铜锤手			110	70	9
M025		125	125	铜锤手1			110	2	12
M025		125	125	金刚人			110	2	40
M025		125	125	金刚人1			110	2	20
M025		125	125	机关巨兽		110	1	60
		
M026		150	150	铜人			150	50	7
M026		150	150	铜人1			150	1	10
M026		150	150	铜人2			150	20	7
M026		150	150	铜人3			150	1	15
M026		150	150	青铜兽			150	70	7
M026		150	150	青铜兽1			150	2	10
M026		150	150	滚刀手			150	70	7
M026		150	150	滚刀手1			150	2	10
M026		150	150	石人			150	50	7
M026		150	150	石人1			150	1	13
M026		150	150	铜锤手			150	20	10
M026		150	150	铜锤手1			150	1	16
M026		150	150	金刚人			150	1	40
M026		150	150	金刚人1			150	1	20
		
M027		70	94	铜人			70	35	7
M027		70	94	铜人1			70	1	10
M027		70	94	铜人2			70	10	7
M027		70	94	铜人3			70	1	20
M027		70	94	青铜兽			70	45	7
M027		70	94	青铜兽1			70	1	10
M027		70	94	滚刀手			70	45	7
M027		70	94	滚刀手1			70	1	10
M027		70	94	石人			70	45	7
M027		70	94	石人1			70	1	10
M027		70	94	铜锤手			70	10	10
M027		70	94	铜锤手1			70	1	30
		
M028		130	120	铜人			120	75	8
M028		130	120	铜人1			120	1	9
M028		130	120	铜人2			120	25	8
M028		130	120	铜人3			120	1	9
M028		130	120	青铜兽			120	100	8
M028		130	120	青铜兽1			120	2	9
M028		130	120	滚刀手			120	100	8
M028		130	120	滚刀手1			120	2	9
M028		130	120	石人			120	80	8
M028		130	120	石人1			120	2	9
		
M029		54	49	铜人			50	30	8
M029		54	49	铜人1			50	1	9
M029		54	49	铜人2			50	10	8
M029		54	49	铜人3			50	1	15
M029		54	49	青铜兽			50	50	8
M029		54	49	青铜兽1			50	1	9
M029		54	49	滚刀手			50	40	8
M029		54	49	滚刀手1			50	1	9
		
M030		92	111	铜人			80	60	7
M030		92	111	铜人1			80	1	9
M030		92	111	铜人2			80	20	7
M030		92	111	铜人3			80	1	9
M030		92	111	青铜兽			80	80	7
M030		92	111	青铜兽1			80	2	9
M030		92	111	滚刀手			80	80	7
M030		92	111	滚刀手1			80	2	9
M030		92	111	石人			80	50	7
M030		92	111	石人1			80	2	12
M030		92	111	铜锤手			80	20	9
M030		92	111	铜锤手1			80	1	21
		
M031		100	100	铜人			80	60	7
M031		100	100	铜人1			80	1	9
M031		100	100	铜人2			80	20	7
M031		100	100	铜人3			80	1	9
M031		100	100	青铜兽			80	80	7
M031		100	100	青铜兽1			80	2	9
M031		100	100	滚刀手			80	80	7
M031		100	100	滚刀手1			80	2	9
M031		100	100	石人			80	50	7
M031		100	100	石人1			80	2	13
M031		100	100	铜锤手			80	20	9
M031		100	100	铜锤手1			80	1	17
		
M032		101	88	铜人			80	60	7
M032		101	88	铜人1			80	1	9
M032		101	88	铜人			80	20	7
M032		101	88	铜人1			80	1	9
